Id,Title,Description,Published at,Created at,Updated at,Original title,Requested count
245,Починка,"'
**Починка**
*Заговор, преобразование*
*(Бард, жрец, друид, чародей, волшебник)*
**Время накладывания:** 1 минута
**Дистанция:** касание
**Компоненты:** Вербальный, Соматический, Материальный (два магнитных камня)
**Длительность:** Мгновенная

Это заклинание чинит одно повреждение или сломанный участок предмета, которого вы касаетесь, например, сломанную цепочку, две половинки сломанного ключа, порванный плащ или протекающий бурдюк. Если разрыв или слом не превышает 1 фута в любом измерении, то вы чините его, не оставляя следов от предыдущего повреждения.

Это заклинание может физически починить магический предмет, но не может вернуть ему утраченные магические свойства.",2024-09-16 10:33:07 UTC,2024-09-15 20:20:53 UTC,2024-09-20 07:33:07 UTC,Mending,0
244,Доспехи мага,"
**Доспехи мага**
*1 уровень, ограждение*
*(Волшебник, чародей)*
**Время накладывания:** Действие
**Дистанция:** Касание
**Компоненты:** Вербальный, Соматический, Материальный (кусок выделанной кожи)
**Длительность:** 8 часов

Вы касаетесь согласного существа, не носящего доспехи. Пока заклинание активно, базовый КД цели становится 13 + модификатор Ловкости цели. Заклинание оканчивается, если цель надевает доспехи.",2024-09-17 06:45:00 UTC,2024-09-15 20:20:53 UTC,2024-09-23 12:48:29 UTC,Mage Armor,1
243,Молебен лечения,"
**Молебен лечения**
*2 уровень, ограждение*
*(Жрец, паладин)*
**Время накладывания:** 10 минут
**Дистанция:** 30 футов
**Компоненты:** Вербальный
**Длительность:** Мгновенная

До пяти существ на ваш выбор, которые находятся в пределах дистанции на всё время накладывания заклинания, получают эффект завершения короткого отдыха и восстанавливают 2к8 хитов. Существо не может быть повторно подвержено этому заклинанию до тех пор, пока не завершит продолжительный отдых.

**Использование более высокой ячейки.** Лечение увеличивается на 1к8 за каждый уровень ячейки выше 2.",2024-09-17 07:28:53 UTC,2024-09-15 20:20:53 UTC,2024-09-20 07:33:06 UTC,Prayer of Healing,0
242,Расщепление разума,"
**Расщепление разума**
*Заговор, очарование*
*(Волшебник, колдун, чародей)*
**Время накладывания:** Действие
**Дистанция:** 60 футов
**Компоненты:** Вербальный
**Длительность:** 1 раунд

Вы пытаетесь временно пошатнуть разум одного существа, которое видите в пределах дистанции. Цель должна преуспеть в спасброске Интеллекта или получить 1к6 урона психической энергией и вычесть 1к4 из следующего спасброска, который оно совершит до конца вашего следующего хода.

**Улучшение заговора.** Урон увеличивается на 1к6, когда вы достигаете 5 уровня (2к6), 11 уровня (3к6) и 17 уровня (4к6).",2024-09-17 07:43:24 UTC,2024-09-15 20:20:53 UTC,2024-09-20 07:33:07 UTC,Mind Sliver,0
241,Лабиринт,"
**Лабиринт**
*8 уровень, вызов*
*(Волшебник)*
**Время накладывания:** Действие
**Дистанция:** 60 футов
**Компоненты:** Вербальный, Соматический
**Длительность:** Концентрация, до 10 минут

Вы изгоняете существо, которое видите в пределах дистанции, в похожий на лабиринт полуплан. Цель остаётся там на время действия заклинания или до тех пор, пока не выберется из лабиринта.

Цель может использовать действие изучение, чтобы попытаться сбежать. В этом случае она совершает проверку Интеллекта (Анализ) со Сл 20. Если она преуспевает, то она сбегает, и заклинание заканчивается.

Когда заклинание заканчивается, то цель появляется на месте, откуда исчезла, или, если это место занято, в ближайшем незанятом пространстве.",2024-09-17 07:14:47 UTC,2024-09-15 20:20:53 UTC,2024-09-20 07:33:07 UTC,Maze,0
240,Малая иллюзия,"
**Малая иллюзия**
*Заговор, иллюзия*
*(Бард, волшебник, колдун, чародей)*
**Время накладывания:** Действие
**Дистанция:** 30 футов
**Компоненты:** Соматический, Материальный (кусочек шерсти)
**Длительность:** 1 минута

Вы создаёте звук или изображение предмета в пределах дистанции, которое сохраняется на время длительности заклинания. См. описания ниже для эффектов каждого из них. Иллюзия заканчивается, если вы снова накладываете это заклинание.

Если существо совершает действие поиск, чтобы изучить звук или изображение, то оно может определить, что это иллюзия, если успешно проходит проверку Интеллекта (Анализ) против Сл спасброска вашего заклинания. Если существо распознаёт иллюзию, то она становится блеклой для него.

**Звук.** Если вы создаёте звук, то его громкость может варьироваться от шёпота до крика. Это может быть ваш голос, голос другого человека, рёв льва, биение барабанов или любой другой звук, который вы выберете. Звук продолжается без перерыва на протяжении действия заклинания или вы можете создавать отдельные звуки в разное время до окончания действия заклинания.

**Изображение.** Если вы создаёте изображение предмета (такого как стул, грязные следы или маленький сундук), то оно не может быть больше, чем 5 футовый куб. Изображение не может создавать звуки, свет, запахи или любые другие сенсорные эффекты. Физическое взаимодействие с изображением раскрывает его как иллюзию, так как предметы могут проходить сквозь него.",2024-09-16 08:13:39 UTC,2024-09-15 20:20:53 UTC,2024-09-20 07:33:07 UTC,Minor Illusion,0
239,Таинственный мираж,"
**Таинственный мираж**
*7 уровень, иллюзия*
*(Бард, волшебник, друид)*
**Время накладывания:** 10 минут
**Дистанция:** В пределах видимости
**Компоненты:** Вербальный, Соматический
**Длительность:** 10 дней

Вы изменяете ландшафт на площади до 1 квадратной мили, заставляя его выглядеть, звучать, пахнуть и даже ощущаться как другой вид местности. Открытые поля или дорогу можно заставить походить на болото, холм, ущелье или другой сложнопроходимый или непроходимый ландшафт. Пруд может выглядеть как травянистая лужайка, обрыв как пологий склон, а покрытый камнями овраг как широкая и гладкая дорога.

Аналогично, вы можете изменить внешний вид строений или добавить их там, где их нет. Заклинание не скрывает, не маскирует и не добавляет существ.

Иллюзия включает аудиальные, визуальные, тактильные и обонятельные элементы, поэтому она может превратить открытую местность в труднопроходимую (или наоборот) или иным образом затруднить передвижение по территории. Любой элемент иллюзорного ландшафта (например, камень или палка), который будет удалён из зоны действия заклинания, немедленно исчезает.

Существа с истинным зрением видят сквозь иллюзию истинную форму местности; однако все остальные элементы иллюзии остаются, поэтому, хотя существо осведомлено о присутствии иллюзии, оно всё равно может физически взаимодействовать с ней.",2024-09-17 06:37:35 UTC,2024-09-15 20:20:53 UTC,2024-09-20 07:33:06 UTC,Mirage Arcane,0
238,Фальшивый двойник,"
**Фальшивый двойник**
*5 уровень, иллюзия*
*(Бард, колдун, волшебник)*
**Время накладывания:** Действие
**Дистанция:** На себя
**Компоненты:** Соматический
**Длительность:** Концентрация, до 1 часа

Вы получаете состояние невидимый одновременно с появлением вашего иллюзорного двойника на том месте, где вы стояли. Двойник сохраняется на время длительности заклинания, но невидимость заканчивается сразу после того, как вы совершаете атаку, наносите урон или накладываете заклинание.

Действием магия, вы можете переместить иллюзорного двойника на расстояние до двойной вашей скорости и заставить его жестикулировать, говорить и вести себя так, как вы пожелаете. Он является неосязаемым и неуязвимым.

Вы можете видеть его глазами и слышать его ушами, как если бы находились на его месте.",2024-09-17 07:15:45 UTC,2024-09-15 20:20:53 UTC,2024-09-20 07:33:06 UTC,Mislead,0
237,Ментальная связь Рэри,"'
**Ментальная связь Рэри**
*5 уровень, прорицание*
*(Бард, Волшебник)*
**Время накладывания:** Действие или Ритуал
**Дистанция:** 30 футов
**Компоненты:** Вербальный, Соматический, Материальный (два яйца)
**Длительность:** 1 час

Вы создаёте телепатическую связь между восемью согласными существами на ваш выбор в пределах досягаемости. Существа, которые не могут общаться ни на одном языке, не подпадают под действие этого заклинания.

Пока заклинание активно, цели могут телепатически общаться посредством этой связи, даже если у них нет общего языка. Общение возможно на любом расстоянии, но оно не может простираться на другие планы существования.",2024-09-16 12:11:23 UTC,2024-09-15 20:20:53 UTC,2024-09-20 07:33:07 UTC,Rary's Telepathic Bond,0
236,Верный пёс Морденкайнена,"
**Верный пёс Морденкайнена**
*4 уровень, вызов*
*(Волшебник)*
**Время накладывания:** Действие
**Дистанция:** 30 футов
**Компоненты:** Вербальный, Соматический, Материальный (серебряный свисток)
**Длительность:** 8 часов

Вы вызываете фантомного сторожевого пса в свободное пространство, которое видите в пределах дистанции. Пёс остаётся на всю длительность заклинания или до тех пор, пока вы не окажетесь на расстоянии более 300 футов друг от друга.

Никто, кроме вас, не может видеть пса, и он неосязаем и неуязвим. Когда существо размера маленький или больше приблизится к псу на расстояние 30 футов, не произнеся пароль, который вы указали при накладывании заклинания, то пёс начинает громко лаять. Пёс обладает истинным зрением на расстоянии 30 футов.

В начале каждого вашего хода пёс пытается укусить одного врага в пределах 5 футов от себя. Этот враг должен преуспеть в спасброске Ловкости, иначе он получит 4к8 урона силовым полем.

В последующие ходы вы можете использовать действие магия, чтобы переместить пса на расстояние до 30 футов.",2024-09-17 06:59:04 UTC,2024-09-15 20:20:53 UTC,2024-09-20 07:33:06 UTC,Mordenkainen's Faithful Hound,0
235,Меч Морденкайнена,"
**Меч Морденкайнена**
*7 уровень, воплощение*
*(Бард, волшебник)*
**Время накладывания:** Действие
**Дистанция:** 90 футов
**Компоненты:** Вербальный, Соматический, Материальный (миниатюрный меч стоимостью 250+ зм)
**Длительность:** Концентрация, до 1 минуты

Вы создаёте призрачный меч, который парит в пределах дистанции. Он существует в течение длительности заклинания.

Когда меч появляется, то вы совершаете *рукопашную атаку заклинанием* по цели в пределах 5 футов от меча. При попадании цель получает урон силовым полем, равный 4к12 + модификатор вашей заклинательной характеристики.

На последующих ходах вы можете бонусным действием переместить меч на 30 футов в видимое место и повторить атаку по той же цели или другой.",2024-09-17 07:36:33 UTC,2024-09-15 20:20:53 UTC,2024-09-20 07:33:07 UTC,Mordenkainen's Sword,0
234,Лунный луч,"
**Лунный луч**
*2 уровень, воплощение*
*(Друид)*
**Время накладывания:** Действие
**Дистанция:** 120 футов
**Компоненты:** Вербальный, Соматический, Материальный (листок лунносемянника)
**Длительность:** Концентрация, до 1 минуты

Серебристый луч бледного света спускается вниз в цилиндре с радиусом 5 футов и высотой 40 футов, центрированном на точке в пределах дистанции. Пока заклинание активно, тусклый свет заполняет цилиндр, и вы можете использовать действие магия в последующие ходы, чтобы переместить цилиндр на расстояние до 60 футов.

Когда цилиндр появляется, то каждое существо в нём совершает спасбросок Телосложения. При провале существо получает 2к10 урона излучением и если оно было превращено (например, с помощью заклинания «Полиморф»), то оно возвращается в свою истинную форму и не может принимать другую форму, пока не покинет цилиндр. При успешном спасброске существо получает только половину урона. Существо также совершает этот спасбросок, когда область заклинания перемещается в его пространство, когда оно входит в область заклинания или заканчивает там свой ход. Существо совершает этот спасбросок только один раз за ход.

**Использование более высокой ячейки.** Урон увеличивается на 1к10 за каждый уровень ячейки заклинаний выше второго.",2024-09-17 07:35:02 UTC,2024-09-15 20:20:53 UTC,2024-09-20 07:33:06 UTC,Moonbeam,0
233,Множественное внушение,"
**Множественное внушение**
*6 уровень, очарование*
*(Бард, чародей, волшебник)*
**Время накладывания:** Действие
**Дистанция:** 60 футов
**Компоненты:** Вербальный, Материальный (язык змеи)
**Длительность:** 24 часа

Вы внушаете курс действий (описанный не более чем в 25 словах) двенадцати или меньшему числу существ, которых вы видите в пределах дистанции и которые могут слышать и понимать вас. Внушение должно звучать как достижимое и не включать ничего, что явно причинит урон любой из целей или их союзникам. Например, вы можете сказать: «Пройдите к деревне по той дороге и помогите местным жителям собирать урожай до заката.» Или вы можете сказать: «Сейчас не время для насилия. Бросьте оружие и танцуйте Прекратите через час.»

Каждая цель должна преуспеть в спасброске Мудрости, иначе она получает состояние очарованный на время действия заклинания или пока вы или ваши союзники не нанесёте урон цели. Каждая очарованная цель следует внушению в меру своих способностей. Внушённая деятельность может продолжаться в течение всей длительности, но если внушённая деятельность может быть завершена за более короткое время, то заклинание заканчивается для цели по её завершении.

**Использование более высокой ячейки.** Длительность увеличивается при использовании ячейки заклинаний 7 уровня (10 дней), 8 уровня (30 дней) или 9 уровня (366 дней).",2024-09-16 11:17:42 UTC,2024-09-15 20:20:53 UTC,2024-09-20 07:33:07 UTC,Mass Suggestion,0
232,Волшебный сосуд,"
**Волшебный сосуд**
*6 уровень, некромантия*
*(Волшебник)*
**Время накладывания:** 1 минута
**Дистанция:** На себя
**Компоненты:** Вербальный, Соматический, Материальный (драгоценный камень, кристалл или реликварий стоимостью 500+ зм)
**Длительность:** Пока не рассеется

Ваше тело впадает в кататоническое состояние, так как ваша душа покидает его и перемещается в контейнер, который вы использовали в качестве материального компонента заклинания. Пока ваша душа находится в контейнере, вы осознаёте своё окружение так, как если бы находились в пространстве контейнера. Вы не можете перемещаться или совершать реакции. Единственное действие, которое вы можете предпринять,  это проецировать свою душу на расстояние до 100 футов от контейнера, чтобы либо вернуться в своё тело (окончив этим заклинание), либо попытаться овладеть телом другого гуманоида.

Вы можете попытаться сделать другого гуманоида в пределах 100 футов от вас, которого вы видите (существ, защищённых заклинанием Защита от зла и добра или Магический круг, невозможно завладеть) одержимым вами. Цель совершает спасбросок Харизмы. При провале ваша душа входит в тело цели, а душа цели оказывается запертой в контейнере. В случае успешного спасброска цель сопротивляется вашим попыткам сделать её тело одержимым и вы не можете попытаться сделать это снова в течение 24 часов.

Когда вы делаете тело существа одержимым вами, то вы управляете им. Ваши хиты, кость хитов, Сила, Ловкость, Телосложение, Скорость и чувства заменяются характеристиками существа. В остальном вы сохраняете свои игровые характеристики. Тем временем душа завладённого существа может воспринимать окружающий мир из контейнера, используя свои собственные органы чувств, но не может двигаться и недееспособна.

Завладев телом, вы можете совершить действие магия, чтобы вернуться из тела хозяина в контейнер, если он находится в пределах 100 футов от вас, возвращая душу существа в его тело. Если тело хозяина умирает, пока вы находитесь в нём, то существо умирает и вы совершаете спасбросок Харизмы против сложности вашего собственного заклинания. При успехе вы возвращаетесь в контейнер, если он находится в пределах 100 футов от вас. В противном случае вы умираете.

Если контейнер уничтожен или заклинание заканчивается, то ваша душа возвращается в ваше тело. Если ваше тело находится на расстоянии более 100 футов от вас или если оно мертво, то вы умираете. Если душа другого существа находится в контейнере в момент его разрушения, то душа этого существа возвращается в его тело, если оно живо и находится в пределах 100 футов. В противном случае существо умирает.

Когда заклинание заканчивается, контейнер уничтожается.",2024-09-17 07:07:22 UTC,2024-09-15 20:20:53 UTC,2024-09-20 07:33:07 UTC,Magic Jar,0
231,Отилюков упругий шар,"
**Отилюков упругий шар**
*4 уровень, ограждение*
*(Волшебник)*
**Время накладывания:** Действие
**Дистанция:** 30 футов
**Компоненты:** Вербальный, Соматический, Материальный (стеклянная сфера)
**Длительность:** Концентрация, до 1 минуты

Мерцающая сфера окружает большое или меньшее существо или предмет в пределах дистанции. Несогласное существо должно преуспеть в спасброске Ловкости, иначе оно будет заключено в сферу на длительность заклинания.

Ничто (ни физические объекты, ни энергия, ни эффекты других заклинаний) не может пройти через барьер ни внутрь, ни наружу, хотя существо внутри сферы может дышать. Сфера невосприимчива ко всему урону и существо или предмет внутри неё не могут быть повреждены атаками или эффектами, исходящими снаружи, так же как и существо внутри сферы не может повредить что-либо снаружи.

Сфера невесома и достаточно велика, чтобы вместить существо или предмет внутри. Заключённое существо может совершить действие, чтобы толкнуть стены сферы и тем самым катить её со скоростью до половины скорости существа. Аналогично, сферу могут поднять и переместить другие существа.

Заклинание Распад нацеленное на сферу разрушает её, не нанося ущерба тому, что внутри.",2024-09-17 15:10:39 UTC,2024-09-15 20:20:53 UTC,2024-09-20 07:33:07 UTC,Otiluke's Resilient Sphere,0
230,Кабинет Морденкайнена,"
**Кабинет Морденкайнена**
*4 уровень, ограждение*
*(Волшебник)*
**Время накладывания:** 10 минут
**Дистанция:** 120 футов
**Компоненты:** Вербальный, Соматический, Материальный (тонкий лист свинца)
**Длительность:** 24 часа

Вы создаёте область в пределах дистанции магически защищённой. Область представляет собой куб, который может быть от 5 до 100 футов с каждой стороны. Заклинание действует в течение указанной длительности.

Когда вы накладываете заклинание, то вы решаете, какой тип защиты оно предоставляет, выбирая любые из следующих свойств:

- Звук не может проходить через барьер на краю защищённой области.
- Барьер защищённой области выглядит тёмным и туманным, препятствуя видимости (включая тёмное зрение) через него.
- Сенсоры, созданные заклинаниями прорицания, не могут появляться внутри защищённой области или проходить через барьер на её границе.
- Существа в области не могут быть целью заклинаний прорицания.
- Ничто не может телепортироваться внутрь или наружу защищённой области.
- Межпланарное перемещение заблокировано внутри защищённой области.

Накладывание этого заклинания на одно и то же место каждый день в течение 365 дней делает его постоянным, пока оно не будет рассеяно.

**Использование более высокой ячейки.** Вы можете увеличить размер куба на 100 футов за каждый уровень ячейки заклинания выше 4-го.",2024-09-16 11:17:08 UTC,2024-09-15 20:20:53 UTC,2024-09-20 07:33:07 UTC,Mordenkainen's Private Sanctum,0
229,Необнаружимость,"
**Необнаружимость**
*3 уровень, ограждение*
*(Бард, волшебник, следопыт)*
**Время накладывания:** Действие
**Дистанция:** касание
**Компоненты:** Вербальный, Соматический, Материальный (щепотка алмазной пыли стоимостью 25+ зм, расходуемая заклинанием)
**Длительность:** 8 часов

На время действия вы скрываете цель, которой касаетесь, от заклинаний прорицания. Целью может быть согласное существо, место или предмет размером не более 10 футов в любом измерении. Цель не может быть целью заклинания прорицания и не может быть воспринята с помощью магических чувств.",2024-09-17 06:45:19 UTC,2024-09-15 20:20:53 UTC,2024-09-20 07:33:07 UTC,Nondetection,0
228,Движение почвы,"
**Движение почвы**
*6 уровень, преобразование*
*(Друид, чародей, волшебник)*
**Время накладывания:** Действие
**Дистанция:** 120 футов
**Компоненты:** Вербальный, Соматический, Материальный (миниатюрная лопатка)
**Длительность:** Концентрация, до 2 часов

Вы выбираете область местности размером не более 40 футов с каждой стороны в пределах дистанции. Вы можете изменить форму земли, песка или глины в этой области любым образом во время длительности заклинания. Вы можете поднять или опустить уровень местности, создать или засыпать траншею, возвести или выровнять стену, или сформировать колонну. Размер любых таких изменений не может превышать половины наибольшего измерения области. Например, если вы воздействуете на квадрат со стороной 40 футов, то вы можете создать колонну высотой до 20 футов, поднять или опустить уровень квадрата на 20 футов, выкопать траншею глубиной до 20 футов и т. д. Эти изменения занимают 10 минут. Поскольку трансформация местности происходит медленно, существа в этой области обычно не могут быть пойманы или ранены движением земли.

Каждые 10 минут концентрации на заклинании, вы можете выбрать новую область местности в пределах дистанции для воздействия.

Это заклинание не может манипулировать природным камнем или каменными постройками. Камни и структуры сдвигаются, чтобы приспособиться к новой местности. Если форма, которую вы придаёте местности, сделает структуру нестабильной, то она может обрушиться.

Точно так же это заклинание не оказывает прямого влияния на рост растений. Перемещаемая земля переносит все растения вместе с ней.",2024-09-17 07:06:37 UTC,2024-09-15 20:20:53 UTC,2024-09-20 07:33:07 UTC,Move Earth,0
227,Бесследное передвижение,"
**Бесследное передвижение**
*2 уровень, ограждение*
*(Друид, следопыт)*
**Время накладывания:** Действие
**Дистанция:** На себя
**Компоненты:** Вербальный, Соматический, Материальный (пепел от сожжённого омелы)
**Длительность:** Концентрация, до 1 часа

Вы излучаете маскирующую ауру в 30-футовой эманации на время действия заклинания. Пока существо находится в эманации, то вы и каждое выбранное вами существо получаете бонус +10 к проверкам Ловкости (Скрытность) и не оставляете следов.",2024-09-17 07:27:17 UTC,2024-09-15 20:20:53 UTC,2024-09-20 07:33:07 UTC,Pass without Trace,0
226,Отилюков ледяной шар,"
**Отилюков ледяной шар**
*6 уровень, воплощение*
*(Чародей, волшебник)*
**Время накладывания:** Действие
**Дистанция:** 300 футов
**Компоненты:** Вербальный, Соматический, Материальный (миниатюрная кристальная сфера)
**Длительность:** Мгновенно

Ледяной шар летит от вас к точке по вашему выбору в пределах дистанции, где взрывается, образуя сферу радиусом 60 футов. Каждое существо в этой области должно совершить спасбросок Телосложения. При провале оно получает 10к6 урона холодом, при успехе половину этого урона.

Если шар ударяется о водоём, то он замораживает воду на глубину до 6 дюймов и площадь квадрата со сторой 30 футов. Этот лёд сохраняется в течение 1 минуты. Существа, которые плавали на поверхности воды в момент замерзания, оказываются пойманными в ловушку и получают состояние опутанный. Существо, оказавшееся в ловушке, может совершить действие, чтобы совершить проверку Силы (Атлетика) против Сл ваших заклинаний для высвобождения.

Вы можете воздержаться от запуска шара сразу после завершения наложения заклинания. Если вы так поступите, то в вашей руке появится шар размером с пульку для пращи, холодный на ощупь. В любой момент вы или существо, которому вы передали шар, можете бросить его (на расстояние до 40 футов) или метнуть его с помощью пращи (на обычную дистанцию пращи). Он разбивается при ударе, вызывая тот же эффект, что и обычное наложение заклинания. Вы также можете просто положить шар, не разбивая его. Если шар не разобьётся в течение 1 минуты, то он взрывается.

**Использование более высокой ячейки.** Урон увеличивается на 1к6 за каждый уровень ячейки заклинаний выше 6-го.",2024-09-16 11:07:35 UTC,2024-09-15 20:20:53 UTC,2024-09-20 07:33:07 UTC,Otiluke's Freezing Sphere,0
225,Неудержимая пляска Отто,"**Неудержимая пляска Отто**
*6 уровень, очарование*
*(Бард, волшебник)*
**Время накладывания:** 1 действие
**Дистанция:** 30 футов
**Компоненты:** Вербальный
**Длительность:** Концентрация, до 1 минуты

Одно существо, которое вы видите в пределах дистанции, должно совершить спасбросок Мудрости. В случае успешного спасброска цель танцует комично до конца своего следующего хода, при этом она должна потратить всё своё перемещение для танца на месте.

При провале спасброска цель получает состояние очарованный на всю длительность заклинания. Пока цель очарована, она танцует комично, должна использовать всё своё перемещение для танца на месте, получает помеху на спасброски Ловкости и атаки и другие существа получают преимущество на атаки по ней. В каждый свой ход цель может совершить действие, чтобы взять себя в руки и повторить спасбросок, завершив действие заклинания при успехе.",2024-09-17 15:17:14 UTC,2024-09-15 20:20:53 UTC,2024-09-20 07:33:06 UTC,Otto's Irresistible Dance,0
224,Воображаемая сила,"**Воображаемая сила**
*2 уровень, иллюзия*
*(Бард, волшебник, чародей)*
**Время накладывания:** Действие
**Дистанция:** 60 футов
**Компоненты:** Вербальный, Соматический, Материальный (кусочек шерсти)
**Длительность:** Концентрация, до 1 минуты

Вы пытаетесь создать иллюзию в разуме существа, которое вы видите в пределах дистанции. Цель совершает спасбросок Интеллекта. В случае провала вы создаете фантомный объект, существо или другое явление, которое не превышает размер 10-футового куба и воспринимается только целью на время действия заклинания. Иллюзия включает звуки, температуру и другие раздражители.

Цель может выполнить действие изучение, чтобы изучить фантом с помощью проверки Интеллекта (Анализ) против Сл спасброска вашего заклинания. Если проверка успешна, то цель осознает, что фантом является иллюзией и заклинание заканчивается.

Пока цель находится под действием заклинания, она воспринимает фантом как реальный объект и рационализирует любые нелогичные последствия взаимодействия с ним. Например, если цель шагнет на фантомный мост и переживет падение, то она будет считать, что мост существует, а что-то другое стало причиной падения.

Пораженная цель может даже получить урон от иллюзии, если фантом представляет собой опасное существо или угрозу. В каждый из ваших ходов такой фантом может наносить цели 2к8 урона психической энергии, если она находится в области фантома или в пределах 5 футов от него. Цель воспринимает урон как соответствующий иллюзии тип.",2024-09-17 15:07:57 UTC,2024-09-15 20:20:53 UTC,2024-09-20 07:33:06 UTC,Phantasmal Force,0
